VIN (17 CHARACTERS),VIN,BRAND,TYPE,PRODUCT,SERIES,MODEL,TECHNICAL TYPE,ICE CODE,DEVICE SERIAL NUMBER,SEVERITY LEVEL,CONTEXT,DEALER,DEALER NAME,DEALER CODE,COUNTRY OF COMPETENCE,LATITUDE,LONGITUDE,LAST KNOWN POSITION (COUNTRY),TELEMATICS BOX,TELEMATICS BRAND,TELEMATICS TYPE,TELEMATICS MODEL,OWNER NAME,ENGINE HOURS,LATEST COMMUNICATION DATE,BDE PROCESSED AT TIME,MYFLEET DEALER,MYFLEET DEALER NAME,EULA ACCEPTED
,JX1757421,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011615,A.A.02.014.004.006,1602-38000C2A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.636097,-100.432137,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-02-05 11:55:11,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1759812,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38003C65,Low,CNH_AG,Yes,"Alfonso R. Bours S.A. De C.V., 85000 Cd. Obregon, Sonora",175504,Mexico,20.572058,-100.257416,Mexico,CM1X,CS,TRACTORS,JX75T,"Alfonso R. Bours S.A. De C.V., 85000 Cd. Obregon, Sonora",1,2026-01-19 16:59:19,2026-02-09 00:33:33,190-08B059A,Alfonso R. Bours S.A. De C.V.,Desconocido
,JX1759814,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004F70,Low,CNH_AG,Yes,"Alfonso R. Bours S.A. De C.V., 85000 Cd. Obregon, Sonora",175504,Mexico,20.572044,-100.257469,Mexico,CM1X,CS,TRACTORS,JX75T,"Alfonso R. Bours S.A. De C.V., 85000 Cd. Obregon, Sonora",1,2026-02-05 16:11:05,2026-02-09 00:33:33,190-08B059A,Alfonso R. Bours S.A. De C.V.,Desconocido
,JX1761258,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004E0F,Low,CNH_AG,Yes,"Tractores Y Equipos Altenos, Sa De Cv, Jalisco Cp 47140",515231,Mexico,20.752226,-102.708405,Mexico,CM1X,CS,TRACTORS,JX75T,"Tractores Y Equipos Altenos, Sa De Cv, Jalisco Cp 47140",6,2026-01-29 14:39:47,2026-02-09 00:33:33,190-08B551A,"Tractores Y Equipos Altenos, Sa De Cv",Desconocido
,JX1770843,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-38004A1D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,16.759781,-93.175743,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-02-09 09:36:41,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1771114,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-380049FB,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097397,-98.235672,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,6,2026-02-07 12:50:40,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1771183,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011615,A.A.02.014.004.006,1602-38004A14,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,16.940634,-96.704491,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,1,2026-02-07 15:20:20,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,JX1771496,CASE IH,TRACTORS,UTILITY,JXT,JX75T,696011616,A.A.02.014.004.007,1602-380049E3,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.025948,-102.37516,Mexico,CM1X,CS,TRACTORS,JX75T,Default Company,16,2026-02-09 11:51:18,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1735320,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D93,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,24.722162,-107.450768,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,2,2026-01-30 17:15:16,2026-02-08 23:33:33,Desconocido,Desconocido,Desconocido
,NH1735338,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000D7B,Low,CNH_AG,No,Agro Equipos S.A. De C.V.,512824,Mexico,16.081947,-93.844368,Mexico,CM1X,NH,TRACTORS,TT4.90,BENJAMIN TOLEDO,45,2026-01-29 11:25:07,2026-02-09 00:33:33,190-NM0272A,Agro Equipos S.A. De C.V.,Yes
,NH1735349,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D81,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.026035,-102.374855,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,5,2026-02-09 09:44:35,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1735587,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000C04,Low,CNH_AG,No,"Maquinas Diesel, Sa De Cv",514419,Mexico,20.528856,-99.169884,Mexico,CM1X,NH,TRACTORS,TT4.75,DEMO CONTROLROOM,1,2026-02-08 09:40:51,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Yes
,NH1743968,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000C3F,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.489807,-98.777077,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",15,2026-02-08 06:42:39,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
,NH1744837,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000D74,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.114582,-102.378563,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,44,2026-02-08 12:58:49,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1745683,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055329,B.A.02.016.006.003,1602-38000D69,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.106422,-98.809235,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",36,2026-02-05 05:48:35,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
,NH1751442,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000D48,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.94442,-102.347305,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,13,2026-01-26 15:55:30,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1753400,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F31,Low,CNH_AG,Yes,"Agrotractores Del Sureste S.A. De C.V., 70120 Puerto Escondido, Oax.",175461,Mexico,16.811409,-96.778481,Mexico,CM1X,NH,TRACTORS,TT4.90,"Agrotractores Del Sureste S.A. De C.V., 70120 Puerto Escondido, Oax.",9,2026-02-09 07:24:20,2026-02-09 00:33:33,190-NM0266A,Agrotractores Del Sureste S.A. De C.V.,Desconocido
,NH1755541,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F36,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.329878,-102.232796,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-08 15:53:14,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1755574,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F5A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.216902,-98.503914,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,13,2026-02-09 09:45:54,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1758134,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38003D26,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.571512,-104.203323,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,28,2026-02-04 14:59:25,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1758448,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F83,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.455278,-101.887672,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,29,2026-01-29 13:18:24,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1758950,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F6D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,22.406237,-105.454353,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-08 14:29:58,2026-02-08 23:33:33,Desconocido,Desconocido,Desconocido
,NH1760652,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38003C6D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,17.630732,-101.439285,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,4,2026-02-03 09:41:29,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768547,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F3C,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.636087,-100.432068,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-07 11:31:00,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769189,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38003D46,Low,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,20.635778,-100.432571,Mexico,CM1X,NH,TRACTORS,TT4.90,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",1,2026-02-06 11:12:34,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
,NH1769585,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38003D33,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.026011,-102.374542,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-09 10:18:14,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769645,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004DF9,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.025946,-102.375221,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-09 11:21:34,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769648,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004D51,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.298437,-102.54435,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,13,2026-02-05 14:47:15,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1769754,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004ED1,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.298298,-102.544884,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,13,2026-02-06 09:50:14,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1770087,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004CD5,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.298447,-102.544197,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-05 14:13:37,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1770243,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004CD3,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.298384,-102.543732,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-06 17:57:56,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH8734828,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.65,696055323,B.A.02.016.002.007,1602-38000BBB,Low,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,19.795542,-90.503075,Mexico,CM1X,NH,TRACTORS,TT4.65,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",1,2026-01-28 14:28:40,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
NKJ575SVKSKH44750,NKJ575SVKSKH44750,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,SV Series,575SV,675076211,E.S.65.019.002.001,1602-380006B4,Critical,CNH_CE,No,Desconocido,190-08B404,Mexico,19.55831,-97.251091,Mexico,CM1X,CC,TLB_EU,575SV (T3),ALAN MARTINEZ LOPEZ,0,2026-02-09 11:07:32,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
NKJ575SVLRKH43339,NKJ575SVLRKH43339,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,SV Series,575SV,675076211,E.S.65.019.002.001,1602-380007D0,Critical,CNH_CE,No,Desconocido,190-08B404,Mexico,20.205374,-99.443146,Mexico,CM1X,CC,TLB_EU,575SV (T3),SARA  MARTINEZ GARCIA,0,2026-02-09 08:36:41,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
NKJ770EXCPKH35638,NKJ770EXCPKH35638,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX,675023421,E.S.65.020.001.004,1603-360005F5,Critical,CNH_CE,No,Desconocido,740-CL0987,India,18.075823,-92.866669,Mexico,CM1X,CC,TLB_EU,770NXE (T3),Shivam Earthmovers,1,2026-02-09 12:04:35,2026-02-09 00:33:33,740-CO1471A,Deep Engineering Works Pvt Ltd,Yes
NKJ770EXVRKH44545,NKJ770EXVRKH44545,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX Plus,675033421,E.S.65.020.002.004,1603-36001D31,Low,CNH_CE,No,Desconocido,740-CF3949,India,20.584766,-103.221825,Mexico,CM1X,CC,TLB_EU,770EX (T4B),MAHESHWARI SUPPLIERS,6,2025-10-01 16:18:58,2026-02-09 00:33:33,740-CF3949A,Classic Automotive,Yes
NKJSR200ESKJ02031,NKJSR200ESKJ02031,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR200B,550011005,E.S.64.009.006.002,1598-3C003391,Low,CNH_CE,No,Desconocido,190-08B404,Mexico,21.10696,-86.834801,Mexico,CM1X,CC,SSL,SR200B (T3),CNH SERVICIOS COMERCIALES,161,2026-02-09 12:58:01,2026-02-09 01:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
NKJSR200JSKJ02029,NKJSR200JSKJ02029,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR200B,550011005,E.S.64.009.006.002,1598-3C003395,Low,CNH_CE,No,Desconocido,190-08B404,Mexico,19.47027,-98.351448,Mexico,CM1X,CC,SSL,SR200B (T3),YERALDINE ROBLES ESPINOZA,41,2026-02-09 11:48:30,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
PRCY9000ARPA07214,PRCY9000ARPA07214,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,533622482,Warning,CNH_AG,No,Desconocido,Desconocido,Mexico,19.098082,-98.233154,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,Default Company,5,2026-01-19 16:03:13,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000CRPA07154,PRCY9000CRPA07154,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,541474160,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,18.883389,-96.962624,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",16,2026-02-07 10:17:53,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
PRCY9000HRPA07212,PRCY9000HRPA07212,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,533622373,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097145,-98.235817,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,Default Company,6,2025-12-27 10:17:49,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000JPPA06654,PRCY9000JPPA06654,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.021,531782594,Warning,CNH_AG,No,Desconocido,Desconocido,Mexico,18.3472,-96.162903,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,NELSON CANO,2075,2026-02-09 12:04:28,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9000KSPA07598,PRCY9000KSPA07598,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.046,543114399,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.215614,-96.190834,Mexico,PCMF,CS,Sugar Cane Harvester,�MY21,Default Company,10,2026-01-24 16:18:03,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000LSPA07561,PRCY9000LSPA07561,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.046,543351059,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.215611,-96.19075,Mexico,PCMF,CS,Sugar Cane Harvester,�MY21,Default Company,11,2026-01-31 17:08:01,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000TRPA07172,PRCY9000TRPA07172,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,541515475,Low,CNH_AG,No,Agrotractores Del Centro Sa De Cv,175460,Mexico,18.451578,-96.351646,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,CNC SANTA ROSALIA,7,2025-05-27 18:12:47,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9900ARPA07234,PRCY9900ARPA07234,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9900,579520036,A.J.17.004.002.053,540774710,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,18.522036,-88.287132,Mexico,PCMF,CS,Sugar Cane Harvester,STSN04,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",9,2026-02-05 17:22:35,2026-02-09 01:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
PRCY9900CSPA07682,PRCY9900CSPA07682,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9900,579520036,A.J.17.004.002.066,550747986,Warning,CNH_AG,No,Desconocido,Desconocido,Mexico,19.215479,-96.190742,Mexico,PCMF,CS,Sugar Cane Harvester,�MY21,Default Company,10,2026-01-17 12:14:05,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9900ERPA07190,PRCY9900ERPA07190,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9900,579520036,A.J.17.004.002.053,541474034,Warning,CNH_AG,No,Desconocido,Desconocido,Mexico,18.602123,-96.424866,Mexico,PCMF,CS,Sugar Cane Harvester,STSN04,UNION DE PRODUCTORES DE CAÑA DE JOACHIN,2871,2026-02-09 12:04:21,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9900VSPA07528,PRCY9900VSPA07528,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9900,579520036,A.J.17.004.002.066,542964987,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.215487,-96.190834,Mexico,PCMF,CS,Sugar Cane Harvester,�MY21,Default Company,12,2025-12-16 11:49:42,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1705973,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000DFD,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,20.118185,-98.783104,Mexico,CM1X,CS,TRACTORS,CM80,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2025-06-13 10:44:41,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1706183,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000C26,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.789831,-101.16111,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,4,2026-02-03 12:38:26,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1706252,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000DB1,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,26.850567,-101.425148,Mexico,CM1X,CS,TRACTORS,CM80,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2025-12-29 14:02:29,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1706740,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000C25,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,25.572952,-103.460289,Mexico,CM1X,CS,TRACTORS,CM90,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",2,2026-02-02 08:02:47,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1708652,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055309,A.A.02.013.005.003,1602-38000DAC,Low,CNH_AG,No,"Tracto-Refacciones E Imptos Ag, Sa De Cv",175502,Mexico,16.947701,-96.756172,Mexico,CM1X,CS,TRACTORS,CM90,PEDROPERALTA,1,2026-02-08 16:15:15,2026-02-09 00:33:33,190-08B068A,"Tracto-Refacciones E Imptos Ag, Sa De Cv",Yes
,FR1738876,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000C07,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.098085,-98.235718,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,1,2026-02-08 12:19:32,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1749956,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055307,A.A.02.013.004.003,1602-38000CC5,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,22.096975,-102.27388,Mexico,CM1X,CS,TRACTORS,FRMLL 80JXM,Default Company,14,2026-01-31 13:12:38,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1768673,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38004F97,Low,CNH_AG,Yes,"Agro Surte S.A De C.V., 38040 Celaya, Guanajuato",175451,Mexico,20.988495,-100.961777,Mexico,CM1X,CS,TRACTORS,FRMLL 90JXM,"Agro Surte S.A De C.V., 38040 Celaya, Guanajuato",19,2026-02-07 13:12:13,2026-02-09 00:33:33,190-08B004A,Agro Surte S.A De C.V.,Desconocido
,FR1768772,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38004F3A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635458,-100.432373,Mexico,CM1X,CS,TRACTORS,FRMLL 90JXM,Default Company,1,2026-01-30 15:44:23,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR8708169,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 65JXM,696055303,A.A.02.013.002.003,1602-38000BC6,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,25.572927,-103.460258,Mexico,CM1X,CS,TRACTORS,CM65,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",1,2025-11-23 09:46:39,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR8734256,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 65JXM,696055304,A.A.02.013.002.004,1602-38000CF7,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,28.213667,-105.454643,Mexico,CM1X,CS,TRACTORS,FRMLL 65JXM,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",4,2026-01-26 10:41:05,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
HACPU220JSG520807,HACPU220JSG520807,CASE IH,TRACTORS,AGRICULTURAL,PUMA® CVX 165-230 - TIER 3 and STAGE IIIA / TIER 4A (INTERIM) and STAGE IIIB,PUMA® 220 CVX,696195327,A.A.01.015.011.001,550200248,Low,CNH_AG,No,Agrotractores Del Centro Sa De Cv,175460,Mexico,18.451534,-96.351395,Mexico,PCMF,CS,TRACTORS,PUMA 220 CVX,UNION DE PRODUCTORES DE CAÑA DE JOACHIN,8,2026-01-30 14:50:24,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
HACT7230ESG420770,HACT7230ESG420770,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.230,696127304,B.A.01.010.005.001,550359664,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.63752,-100.429817,Mexico,PCMF,NH,TRACTORS,T7.230,Default Company,3,2026-01-29 13:13:08,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
