VIN (17 CHARACTERS),VIN,BRAND,TYPE,PRODUCT,SERIES,MODEL,TECHNICAL TYPE,ICE CODE,DEVICE SERIAL NUMBER,SEVERITY LEVEL,CONTEXT,DEALER,DEALER NAME,DEALER CODE,COUNTRY OF COMPETENCE,LATITUDE,LONGITUDE,LAST KNOWN POSITION (COUNTRY),TELEMATICS BOX,TELEMATICS BRAND,TELEMATICS TYPE,TELEMATICS MODEL,OWNER NAME,ENGINE HOURS,LATEST COMMUNICATION DATE,BDE PROCESSED AT TIME,MYFLEET DEALER,MYFLEET DEALER NAME,EULA ACCEPTED
,NH1744810,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055329,B.A.02.016.006.003,1602-38000D62,Low,CNH_AG,Yes,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",175564,Mexico,19.41383,-99.62838,Mexico,CM1X,NH,TRACTORS,TT4.90,"Tractores E Implementos Economicos Sadec, 50020 Toluca, Mex.",1,2026-02-09 12:03:49,2026-02-09 00:33:33,190-NM0402A,Tractores E Implementos Economicos Sadec,Desconocido
,NH1745081,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CD7,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.103842,-102.221397,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,37,2026-02-06 21:55:32,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1745331,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D6D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.825304,-98.946884,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,1,2026-01-10 11:07:58,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1745333,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000CF1,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635653,-100.431747,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,7,2025-12-16 12:27:25,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1749152,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D34,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.63567,-100.432335,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,1,2025-09-23 11:25:06,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1749389,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000D13,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635557,-100.432373,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,8,2025-12-08 13:59:35,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1750821,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000C7C,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.353304,-99.520462,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,9,2026-02-06 11:31:07,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1753030,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.75,696055344,B.A.02.016.003.010,1602-38000DA5,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635607,-100.432297,Mexico,CM1X,NH,TRACTORS,TT4.75,Default Company,15,2025-10-27 14:04:04,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1753072,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38000CBC,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.63567,-100.432175,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2025-10-21 09:25:41,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1753383,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F1D,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.294472,-102.2687,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-06 12:08:25,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1755586,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F5F,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,17.21104,-94.198135,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,17,2026-02-05 07:48:42,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1758392,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F73,Low,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,24.090469,-104.580063,Mexico,CM1X,NH,TRACTORS,TT4.90,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",1,2026-01-18 06:40:38,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
,NH1758966,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F37,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.635111,-100.431938,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-01-21 14:30:46,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1760466,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055329,B.A.02.016.006.003,1602-38003C0F,Low,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,20.11846,-98.783501,Mexico,CM1X,NH,TRACTORS,TT4.90,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",1,2026-02-07 12:46:08,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
,NH1768497,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F81,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.026026,-102.374619,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-09 11:58:48,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768515,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F2A,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097155,-98.235687,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-08 09:24:35,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768546,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F90,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097042,-98.235703,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,2,2026-02-07 09:07:41,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768583,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004FA2,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.413542,-99.681335,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,20,2026-02-09 12:04:28,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH1768698,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.90,696055330,B.A.02.016.006.004,1602-38004F15,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.067606,-98.238777,Mexico,CM1X,NH,TRACTORS,TT4.90,Default Company,1,2026-02-08 12:58:02,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,NH8735090,NEW HOLLAND,TRACTORS,UTILITY,TT4,TT4.65,696055323,B.A.02.016.002.007,1602-38000BAE,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.825251,-98.946899,Mexico,CM1X,NH,TRACTORS,TT4.65,Default Company,1,2026-01-16 12:34:34,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
NKJ0B80CLSKH47176,NKJ0B80CLSKH47176,NEW HOLLAND CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,B.C,B80C,675066211,F.S.65.006.011.003,1602-38003A7B,Critical,CNH_CE,No,Desconocido,190-NM0022,Mexico,27.128569,-109.469452,Mexico,CM1X,NC,TLB_EU,B80C (T3),FARISEO COMPAÑIA GANADERA,105,2026-02-09 11:03:54,2026-02-08 23:33:33,190-NM0022A,Alfonso R. Bours S.A. De C.V.,Yes
NKJ1107EPRKT08353,NKJ1107EPRKT08353,CASE CONSTRUCTION,HEAVY EQUIPMENT,COMPACTION,EX Series,1107EX,547010928,E.R.90.007.001.006,1603-360007DF,Low,CNH_CE,No,Desconocido,740-CJ9873,India,21.105078,-86.839745,Mexico,CM1X,CC,CIC,1107EX (T4B),HANUMAN CONSTRUCTIONS CO.,10,2026-01-08 17:01:50,2026-02-09 01:33:33,740-CJ9873A,Jeet Earthmovers Pvt Ltd,Yes
NKJ1107NCSKT09688,NKJ1107NCSKT09688,CASE CONSTRUCTION,HEAVY EQUIPMENT,COMPACTION,NX Series,1107NX,547010738,E.R.90.010.001.001,1603-36000885,Warning,CNH_CE,No,Desconocido,740-CF3949,India,19.043686,-98.009651,Mexico,CM1X,CC,CIC,1107NX (BSV),PNP INFRA.,6,2026-01-22 16:05:51,2026-02-09 00:33:33,740-CF3949A,Classic Automotive,Yes
NKJ575SVCSKH47646,NKJ575SVCSKH47646,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,SV Series,575SV,675076211,E.S.65.019.002.001,1602-3800394A,Critical,CNH_CE,Yes,"Maquirent Oaxaca, Sa De Cv",190-08B215,Mexico,17.659431,-96.133011,Mexico,CM1X,CC,TLB_EU,575SV (T3),"Maquirent Oaxaca, Sa De Cv",50,2026-02-09 08:35:54,2026-02-09 00:33:33,190-08B215A,"Maquirent Oaxaca, Sa De Cv",Desconocido
NKJ575SVHSKH47521,NKJ575SVHSKH47521,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,SV Series,575SV,675076211,E.S.65.019.002.001,1602-38003983,Critical,CNH_CE,Yes,"Maquirent Oaxaca, Sa De Cv",190-08B215,Mexico,15.86519,-97.075981,Mexico,CM1X,CC,TLB_EU,575SV (T3),"Maquirent Oaxaca, Sa De Cv",2,2026-02-08 11:48:28,2026-02-09 00:33:33,190-08B215A,"Maquirent Oaxaca, Sa De Cv",Desconocido
NKJ575SVTSKH46988,NKJ575SVTSKH46988,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,SV Series,575SV,675076211,E.S.65.019.002.001,1602-38003A6D,Critical,CNH_CE,No,Desconocido,190-08B215_190-08B215A,Mexico,16.441769,-94.332253,Mexico,CM1X,CC,TLB_EU,575SV (T3),KAREN EUNICE GARCIA CRUZ,274,2026-02-09 11:37:20,2026-02-09 00:33:33,190-08B215A,"Maquirent Oaxaca, Sa De Cv",Yes
NKJ770EXAPKH36296,NKJ770EXAPKH36296,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX,675023421,E.S.65.020.001.004,1603-36000708,Low,CNH_CE,No,Desconocido,740-CF3949,India,16.612764,-92.99276,Mexico,CM1X,CC,TLB_EU,770EX (T4B),NKJ770EXAPKH36296,4,2024-01-27 10:04:14,2026-02-09 00:33:33,740-CF3949A,Classic Automotive,Yes
NKJ770EXHPKH38956,NKJ770EXHPKH38956,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,EX Series,770EX,675023421,E.S.65.020.001.004,1603-36000F6F,Warning,CNH_CE,No,Desconocido,740-CF3949,India,19.819616,-90.543777,Mexico,CM1X,CC,TLB_EU,770EX (T4B),VEJABHAI RAMBHAI KESHVALA,1285,2026-02-08 10:32:27,2026-02-09 00:33:33,740-CF3949A,Classic Automotive,Yes
NKJ851NXTSKH48278,NKJ851NXTSKH48278,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,NX Series,851NX,675040251,E.S.65.022.004.003,1603-36002FFC,Warning,CNH_CE,No,Desconocido,740-CE0849,India,20.232521,-99.814827,Mexico,CM1X,CC,TLB_EU,851NX (Stage V),AMOL DESAI,4,2026-02-09 10:25:14,2026-02-09 00:33:33,740-CE0849A,Auto Mac Diesels,Yes
JJGN58SRCLC773531,NLC773531,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580SN,675727750,E.S.65.004.002.034,1223-090192F2,Low,CNH_CE,No,Desconocido,190-08B403,Mexico,17.215925,-97.762367,Mexico,AM53,CC,TLB_US,580SN (T3),CAMINOS Y AEROPISTAS DE OAXACA,6952,2026-02-08 17:12:15,2026-02-09 00:33:33,190-08B403A,Agrotractores Del Norte Sa De Cv,Desconocido
JJGN58EPHPC778564,NPC778564,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N EP,675716752,E.S.65.004.009.010,1534-260049A0,Warning,CNH_CE,No,Desconocido,101-061269,United States of America,25.825815,-97.408745,Mexico,AM53,CC,TLB_EU,580N (T4B),BRUCE BURDICK,1520,2026-02-09 12:04:23,2026-02-09 00:33:33,101-061269W,"Associated Supply Company, Inc.",Desconocido
PRCY9000HRPA07216,PRCY9000HRPA07216,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,540501699,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097054,-98.235725,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,Default Company,5,2025-10-28 09:50:29,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000JRPA07208,PRCY9000JRPA07208,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,533622400,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.096962,-98.235718,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,Default Company,5,2026-01-12 15:36:59,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
PRCY9000PPPA06621,PRCY9000PPPA06621,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520034,A.J.17.004.001.011,531119943,Warning,CNH_AG,No,Cnh Industrial (Thailand) Ltd.,169820,Mexico,18.601585,-96.42157,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,UNION DE PRODUCTORES DE CAÑA DE JOACHIN,3604,2026-02-09 12:04:08,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9000VPPA06589,PRCY9000VPPA06589,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.021,531248200,Warning,CNH_AG,No,Desconocido,Desconocido,Mexico,18.140696,-96.06691,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,CNC Tuxtepec,2630,2026-02-09 12:04:10,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9000VRPA07146,PRCY9000VRPA07146,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9000,579520033,A.J.17.004.001.034,531642667,Warning,CNH_AG,No,Agrotractores Del Centro Sa De Cv,175460,Mexico,23.303089,-98.862717,Mexico,PCMF,CS,Sugar Cane Harvester,SWSN04,Agroproductores Veranda,2152,2026-02-09 00:31:52,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
PRCY9900APPA06582,PRCY9900APPA06582,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9900,579520036,A.J.17.004.002.030,531373215,Critical,CNH_AG,No,Maquinas Diesel Sa De Cv,513666,Mexico,18.334257,-88.765564,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,JOSMAR HAMILTON,1919,2026-02-08 08:07:25,2026-02-09 01:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Yes
PRCY9900VNPA06111,PRCY9900VNPA06111,CASE IH,HARVESTING EQUIPMENT,SUGAR CANE,AUSTOFT 9000 Series,AUSTOFT 9900,579520036,A.J.17.004.002.066,526808115,Critical,CNH_AG,No,Desconocido,Desconocido,Mexico,21.864016,-98.390411,Mexico,PCMF,CS,Sugar Cane Harvester,MY21,Agricola Amajac,4341,2026-02-09 11:54:39,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
,FR1702517,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055309,A.A.02.013.005.003,1602-38000BEC,Low,CNH_AG,No,Agro Surte S.A De C.V.,175451,Mexico,20.59742,-101.079247,Mexico,CM1X,CS,TRACTORS,FRMLL 90JXM,Agro Surte,1,2026-02-08 11:26:57,2026-02-09 00:33:33,190-08B004A,Agro Surte S.A De C.V.,Yes
,FR1705072,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000BDC,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.107262,-98.881569,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,5,2026-01-31 13:05:32,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1705381,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000C02,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.098372,-98.235741,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,3,2026-01-29 16:57:01,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1706215,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 80JXM,696055308,A.A.02.013.004.004,1602-38000DD8,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,21.054405,-89.526482,Mexico,CM1X,CS,TRACTORS,CM80,Default Company,1,2025-10-14 09:48:38,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1706288,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000DD2,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,32.394436,-116.6278,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,8,2026-01-20 15:17:53,2026-02-08 22:33:33,Desconocido,Desconocido,Desconocido
,FR1706742,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BE1,Low,CNH_AG,Yes,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",513666,Mexico,19.365969,-96.360527,Mexico,CM1X,CS,TRACTORS,CM90,"Maquinas Diesel Sa De Cv, Santa Catarina, Nuevo Leon",2,2026-01-03 11:32:19,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Desconocido
,FR1707593,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000BC9,Low,CNH_AG,No,Maquinaria Y Tractores De Morelos Sadecv,175481,Mexico,18.88582,-98.872391,Mexico,CM1X,CS,TRACTORS,CM90,MAQUINTRA,13,2026-02-09 11:57:12,2026-02-09 00:33:33,190-08B237A,Maquinaria Y Tractores De Morelos Sadecv,Yes
,FR1709255,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000DE9,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.117802,-99.637878,Mexico,CM1X,CS,TRACTORS,CM90,Barrera Organization,25,2026-02-09 12:04:09,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1709357,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38000C92,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,18.354633,-96.164955,Mexico,CM1X,CS,TRACTORS,CM90,Default Company,12,2026-01-07 13:15:21,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR1770699,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 90JXM,696055310,A.A.02.013.005.004,1602-38004E75,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,19.097223,-98.235695,Mexico,CM1X,CS,TRACTORS,FRMLL 90JXM,Default Company,1,2026-02-07 10:05:58,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
,FR8748852,CASE IH,TRACTORS,UTILITY,FARMALL® JXM,Farmall® 65JXM,696055304,A.A.02.013.002.004,1602-38000D23,Low,CNH_AG,Yes,"Agtrac, S.A.P.I. De C.V., 45601 Tlaquepaque, Jalisco",520057,Mexico,19.210285,-103.721031,Mexico,CM1X,CS,TRACTORS,FRMLL 65JXM,"Agtrac, S.A.P.I. De C.V., 45601 Tlaquepaque, Jalisco",1,2026-01-20 13:42:14,2026-02-09 00:33:33,190-08B26AA,"Agtrac, S.A.P.I. De C.V.",Desconocido
HACPU200ERG520103,HACPU200ERG520103,CASE IH,TRACTORS,AGRICULTURAL,PUMA® 165-215 - TIER 3 and STAGE IIIA / TIER 4A (INTERIM) and STAGE IIIB,PUMA® 200,696127326,A.A.01.011.011.005,540080621,Warning,CNH_AG,No,Desconocido,Desconocido,Mexico,18.589172,-96.427322,Mexico,PCMF,CS,TRACTORS,PUMA 200,UNION DE PRODUCTORES DE CAÑA DE JOACHIN,985,2026-02-09 12:06:43,2026-02-09 00:33:33,190-08B273A,Agrotractores Del Centro Sa De Cv,Yes
HACT7230PSG420577,HACT7230PSG420577,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.230,696127304,B.A.01.010.005.001,542595783,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.637636,-100.429779,Mexico,PCMF,NH,TRACTORS,T7.230,Default Company,2,2026-01-30 10:32:36,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
HACT7260ESG420795,HACT7260ESG420795,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.260,696127317,B.A.01.010.007.002,550359338,Low,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,18.883413,-96.962456,Mexico,PCMF,NH,TRACTORS,T7.260,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",6,2026-01-21 11:59:40,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
HACT7260HSG420794,HACT7260HSG420794,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.260,696127317,B.A.01.010.007.002,550359628,Warning,CNH_AG,Yes,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",514419,Mexico,28.149237,-105.431145,Mexico,PCMF,NH,TRACTORS,T7.260,"Maquinas Diesel, Sa De Cv, 66350 Santa Catarina, Nl.",220,2026-02-09 12:04:45,2026-02-09 00:33:33,190-NM0512A,"Maquinas Diesel, Sa De Cv",Desconocido
HACT7260PSG420798,HACT7260PSG420798,NEW HOLLAND,TRACTORS,AGRICULTURAL,T7 Power Command™ - TIER 3 and STAGE IIIA,T7.260,696127317,B.A.01.010.007.002,550359378,Low,CNH_AG,No,Desconocido,Desconocido,Mexico,20.637083,-100.429344,Mexico,PCMF,NH,TRACTORS,T7.260,Default Company,2,2026-02-05 16:59:13,2026-02-09 00:33:33,Desconocido,Desconocido,Desconocido
HBZN580NPSAH36609,HBZN580NPSAH36609,CASE CONSTRUCTION,LIGHT EQUIPMENT,LOADER BACKHOES,N Series,580N Series 2,698600011,E.S.65.004.011.001,1596-3B004F37,Critical,CNH_CE,No,Desconocido,190-08B404,Mexico,20.36054,-100.027367,Mexico,CM1X,CC,TLB_EU,580N (T4B),PERITOS EN RADIOGRAFIA Y SOLDADURA,0,2026-02-09 09:05:38,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Yes
HCCZC155TNCF46987,HCCZC155TNCF46987,CASE IH,TRACTORS,AGRICULTURAL,PUMA®,PUMA® 155,696042142,A.A.01.025.004.008,1603-36001013,Low,CNH_AG,No,Maquinas Diesel Sa De Cv,513666,Mexico,20.682777,-99.893349,Mexico,CM1X,CS,TRACTORS,PUMA 165,DEMO CONTROLROOM,29,2026-02-08 11:03:08,2026-02-09 00:33:33,190-08B114A,Maquinas Diesel Sa De Cv,Yes
JAF0L330ERM459774,JAF0L330ERM459774,NEW HOLLAND CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,300 Series Skid Steer Loaders,L330,550710256,F.S.64.016.010.002,1598-3C00157E,Low,CNH_CE,No,Desconocido,190-NM0022_190-NM0022A,Mexico,20.655539,-99.901199,Mexico,CM1X,NC,SSL,L330 (T3),Asociacion Ganadera Local Qro,11,2026-02-05 16:05:13,2026-02-09 00:33:33,190-NM0022A,Alfonso R. Bours S.A. De C.V.,Yes
JAFSR220HPM449468,JAFSR220HPM449468,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR220B,550711205,E.S.64.009.008.002,1598-3C0018DA,Low,CNH_CE,No,Desconocido,190-08B268,Mexico,25.596645,-100.925819,Mexico,CM1X,CC,SSL,SR220B (T3),RODOYSA CONSTRUCCIONES,470,2026-02-09 12:04:15,2026-02-09 00:33:33,190-08B268A,Casa Rivero Sa De Cv,Yes
JAFSR220LPM449467,JAFSR220LPM449467,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR220B,550711205,E.S.64.009.008.002,1598-3C00188B,Low,CNH_CE,No,Desconocido,190-08B059,Mexico,20.85022,-99.877022,Mexico,CM1X,CC,SSL,SR220B (T3),JUAN CARLOS FEREGRINO OCAMPO,1,2026-02-08 13:05:38,2026-02-09 00:33:33,190-08B059A,Alfonso R. Bours S.A. De C.V.,Yes
JAFSR250KSM464483,JAFSR250KSM464483,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SR250B,550711207,E.S.64.009.010.002,1598-3C00186D,Low,CNH_CE,No,Desconocido,190-08B680,Mexico,20.316662,-99.009644,Mexico,CM1X,CC,SSL,SR250B (T3),Preparación y Venta de Alimento balanceado,1,2026-02-02 18:38:40,2026-02-09 00:33:33,190-08B680A,"Tractores Y Equipos De Puebla, Sa De Cv",Yes
JAFSV250CPM446345,JAFSV250CPM446345,CASE CONSTRUCTION,LIGHT EQUIPMENT,SKID STEER LOADERS,B Series Skid Steer Loaders,SV250B,550711206,E.S.64.009.011.003,1598-3C001542,Low,CNH_CE,No,Desconocido,190-08B404,Mexico,25.694242,-100.159958,Mexico,CM1X,CC,SSL,SV250B (T3),Black Toro Machines S.A. De C.,163,2026-02-08 17:35:52,2026-02-09 00:33:33,190-08B404A,Black Toro Machines S.A. De C.V.,Desconocido
